datetime,CO,NO2,O3,PM25,TMP,HR,WSP,hora_del_dia,mes,dia_semana,hora_sin,hora_cos,mes_sin,mes_cos
2024-02-15 20:00:00,4.83,0.04,0.005,36.0,15.2,88.0,3.3,20.0,2.0,3,-0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387
2024-02-15 21:00:00,4.86,0.041,0.013224879818390671,29.0,15.3,90.0,3.4,21.0,2.0,3,-0.7071067811865477,0.7071067811865474,0.49999999999999994,0.8660254037844387
2024-02-15 22:00:00,4.38,0.042,0.006819248104536172,36.0,14.9,90.0,4.3,22.0,2.0,3,-0.5000000000000004,0.8660254037844384,0.49999999999999994,0.8660254037844387
2024-02-15 23:00:00,3.84,0.031,0.011,26.0,14.6,89.0,3.8,23.0,2.0,3,-0.25881904510252157,0.9659258262890681,0.49999999999999994,0.8660254037844387
2024-02-16 00:00:00,3.32,0.016,0.018,15.0,14.6,89.0,2.7,0.0,2.0,4,0.0,1.0,0.49999999999999994,0.8660254037844387
2024-02-16 01:00:00,3.5,0.024,0.01,12.733512237916313,14.6,86.0,3.0,1.0,2.0,4,0.25881904510252074,0.9659258262890683,0.49999999999999994,0.8660254037844387
2024-02-16 02:00:00,3.66,0.026,0.006,17.0,14.1,84.0,5.8,2.0,2.0,4,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387
2024-02-16 03:00:00,3.64,0.024,0.006,27.0,13.9,87.0,4.1,3.0,2.0,4,0.7071067811865475,0.7071067811865476,0.49999999999999994,0.8660254037844387
2024-02-16 04:00:00,3.41,0.016,0.009,28.0,14.0,89.0,1.9,4.0,2.0,4,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387
2024-02-16 05:00:00,3.38,0.013,0.009,17.0,14.1,87.0,1.6,5.0,2.0,4,0.9659258262890683,0.25881904510252074,0.49999999999999994,0.8660254037844387
2024-02-16 06:00:00,3.66,0.017,0.006,17.0,13.6,87.0,1.6,6.0,2.0,4,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387
2024-02-16 07:00:00,4.21,0.019,0.006,19.0,12.9,88.0,4.7,7.0,2.0,4,0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387
2024-02-16 08:00:00,4.37,0.024,0.006,26.0,13.4,87.0,4.1,8.0,2.0,4,0.8660254037844387,-0.4999999999999998,0.49999999999999994,0.8660254037844387
